idUsuari, desviacioEstMostral
1,6.428363236933703
2,6.875599179559276
3,8.586191250311701
4,6.383347147388509
5,6.018611528557444
6,8.306521659918959
7,7.049522688885217
8,6.7155689879938
9,5.939901866779465
10,6.964397193469809
11,6.455701524610999
12,5.510702813034689
13,7.112973142178959
14,6.394218402757557
15,5.945985956501888
16,5.719248122735827
17,5.577194839231503
18,5.99057970329481
19,5.384392799759278
20,5.516605896319324
21,5.543014579959762
22,5.292220827934241
23,5.46998467302352
24,5.281216877732842
25,5.228072761178617
26,5.9915683936399615
27,5.176800928468573
28,6.345648256043037
29,5.3342057422886215
30,5.4291758936155805
31,5.135732828326102
32,5.111937921519631
33,5.030802373103131
34,5.203053331613305
35,5.362209014976114
36,4.984919645543181
37,6.043693588145464
38,4.973046750905185
39,5.122661470876452
40,5.267857202803725
41,5.251045817616359
42,4.948077922054786
43,5.4313735227218904
44,5.302291871985635
45,6.070917013752053
46,5.071558260441279
47,6.435563081041423
48,5.404150025249957
49,5.404432119039977
50,5.113993964837938
51,5.138070362639081
52,5.074000378701797
53,5.19808587943998
54,6.1482119946107066
55,5.1070056316553885
56,5.254427717413117
57,5.120050598308942
58,5.20419789905933
59,7.8195834843985175
60,5.420523219935922
61,6.318342690405248
62,5.1974716439121
63,5.382874186876535
64,6.043316938529253
65,5.685644960525022
66,5.625007962240205
67,5.605803980632194
68,5.557659454282181
69,6.6583609117642775
70,5.155716243331985
71,5.137757659179159
72,6.3687744165979385
73,6.88200702388163
74,7.399361948519709
75,5.189013382842591
76,5.543954123100175
77,5.247033370657926
78,6.197767495234954
79,5.273429350649445
80,5.3475265561472405
81,5.236838647154705
82,5.536066591645448
83,5.68856750013486
84,5.269081016932849
85,6.319377316742431
86,5.250866781144799
87,6.2320864009766
88,5.386684022797928
89,6.055462994987913
90,5.511214505559586
91,5.323588036971538
92,5.367292583967524
93,5.869064183030638
94,5.5814690514878755
95,6.499020692891183
96,5.925776815559808
97,5.253548406699604
98,5.280553014486741
99,5.234558444930642
100,6.566087424531765
101,5.958596703931307
102,5.237677746374272
103,5.368440433774906
104,6.515195261911014
105,7.178861890329397
106,5.330048411829143
107,5.277316997743746
108,5.790298358182414
109,5.488824016642639
110,6.066214935723814
111,5.584853674466412
112,6.331731448872045
113,5.985460474440613
114,5.319892208096968
115,5.381241227129228
116,5.3456980124149025
117,5.216910454182091
118,5.379853723663321
119,5.355672008892078
120,5.207111826780229
121,6.07507516556536
122,5.593596793798199
123,5.865381337172168
124,5.293202491959505
125,8.101642956722845
126,5.89512079358703
127,7.851528350487688
128,5.6135480249673435
129,5.824646602127735
130,5.2381124467779845
131,5.517203605803557
132,5.434969517586015
133,5.446715925234269
134,5.367325314270293
135,5.64624629808387
136,5.400095952531323
137,5.852351403214677
138,5.283493198898409
139,5.541412890753063
140,5.3630243744393455
141,5.52818665337329
142,6.192536287343132
143,5.331679383449024
144,5.329593005141064
145,5.276340434723563
146,6.315498217787804
147,5.480389062780989
148,6.598872651927577
149,5.756767720229352
150,5.499837751342215
151,5.333600056604065
152,5.298798477361171
153,7.229897142131151
154,5.808495013691135
155,5.40039036020794
156,5.294968983487845
157,5.4850972631320305
158,6.827087208516859
159,5.336972673915701
160,7.202331042094499
161,5.370068785126033
162,5.3388656087906075
163,5.300812606425015
164,5.303513819707864
165,6.089723482672854
166,6.96534685494857
167,5.525203150165234
168,7.2507034042568
169,5.488380813051973
170,5.500649614638479
171,5.3949497215300415
172,5.336389810038459
173,5.724359099326636
174,5.318034726175052
175,5.468108084966445
176,5.33235911636874
177,5.460917143312505
178,5.4193550312522225
179,7.283183300354819
180,5.318390794471897
181,5.366961245675767
182,7.585514218350877
183,9.631779492503716
184,6.088872810153958
185,6.22379308312009
186,6.269606727419742
187,5.61023417845883
188,6.87807675390382
189,5.768308688519927
190,5.576312025243913
191,5.334428305184602
192,5.336863829999959
193,5.633825910411791
194,5.534557943587476
195,6.553677518964753
196,5.5387336112146235
197,5.4693716744066085
198,5.539476594795817
199,5.505841068203241
200,5.443610948513208
201,5.421414564086192
202,5.493628175025948
203,5.407376272106463
204,5.304231924740965
205,5.368540703570079
206,5.819658951351238
207,6.687487488390545
208,5.845375496220946
209,5.373082580453988
210,8.174348797277943
211,5.638952777571389
212,8.296679101299407
213,5.373961519357279
214,5.369392777377249
215,5.609135865860722
216,6.134459184641772
217,8.85670094550621
218,5.442192852632885
219,5.453841689293416
220,5.538402659103249
221,5.926482247423882
222,5.360759134051612
223,5.348685340831539
224,5.433583019208961
225,5.362667782804867
226,5.855068768484885
227,5.498047406043117
228,5.452143092392061
229,5.583265394687199
230,5.345864438104161
231,5.669580386714033
232,5.329815620218376
233,6.281830529153104
234,5.327092761336337
235,5.427780066220789
236,6.335500962282784
237,5.562789289599443
238,6.158143750125395
239,5.345297143354365
240,5.444448416992866
241,5.427366333141165
242,7.8080513113307255
243,5.595751672877083
244,5.612642438215717
245,5.358160554535537
246,5.345441674201457
247,5.364994062252567
248,5.398005814857788
249,5.43361122501817
250,5.505327820195244
251,7.362360601112994
252,5.682404136346058
253,5.389506971073299
254,5.3234773505918564
255,5.326629171904008
256,5.5467632212046585
257,7.581727345567302
258,5.344568919370566
259,5.593302834496452
260,5.446755715436205
261,5.760087492184303
262,5.391878487957328
263,5.708180184680774
264,5.387791860326957
265,5.395348288138617
266,5.4076018996800155
267,6.155137217226345
268,6.10859175050853
269,5.406906321009611
270,5.572561131928982
271,5.353387253833261
272,5.33678256012533
273,5.750802141968445
274,5.3529069411881816
275,5.334750462054907
276,5.507112857459946
277,5.597776025029306
278,6.788023145598794
279,5.808978795377017
280,5.770506451295239
281,5.623058507807713
282,5.32779082330724
283,5.879474009544616
284,5.3340244594090045
285,6.43001008641702
286,5.561108323547881
287,5.346065860212324
288,6.3456621109583775
289,7.17291101747731
290,5.345150585013733
291,5.878079310134234
292,5.966465065445535
293,5.322622210095454
294,5.46221634318422
295,5.6831894026346195
296,5.299170924188389
297,5.4484437680868805
